essay_id,prompt_name,predicted
96c77d6,Driverless cars,True
96d1a1b,Facial action coding system,True
96f54c8,Exploring Venus,True
971445d,Driverless cars,True
9729ecc,The Face on Mars,True
9740146,Exploring Venus,True
9757d84,Driverless cars,True
975d6bc,Driverless cars,True
97692d2,"""A Cowboy Who Rode the Waves""",True
977e010,Exploring Venus,True
9787503,Driverless cars,True
979bea4,Driverless cars,True
97b1b67,Exploring Venus,True
97b86bc,Exploring Venus,True
97ba927,"""A Cowboy Who Rode the Waves""",True
97c2344,Exploring Venus,True
97c3868,Driverless cars,True
97cf8e5,Exploring Venus,True
97da44f,Exploring Venus,True
97f2221,Exploring Venus,True
9805788,"""A Cowboy Who Rode the Waves""",True
980f643,The Face on Mars,True
98245fe,Facial action coding system,True
983df9c,Facial action coding system,True
984c897,Exploring Venus,True
985e46a,Driverless cars,True
986ba2f,Facial action coding system,True
98837a5,Exploring Venus,True
9898612,"""A Cowboy Who Rode the Waves""",True
989e354,Facial action coding system,True
98a1e0f,Driverless cars,True
98dc208,Driverless cars,True
98e52e7,Facial action coding system,True
98e7f31,Facial action coding system,True
98ea16a,Driverless cars,True
9901256,Exploring Venus,True
990a4a3,Driverless cars,True
99120c9,Driverless cars,True
9914633,The Face on Mars,True
9921ad6,Driverless cars,True
9939305,Driverless cars,True
9942efd,The Face on Mars,True
99491b5,Facial action coding system,True
995506e,Driverless cars,True
995ce5c,Driverless cars,True
995ea01,The Face on Mars,True
996c81d,Facial action coding system,True
997679c,Facial action coding system,True
99986d6,Driverless cars,True
99b0b02,Facial action coding system,True
99cacc1,"""A Cowboy Who Rode the Waves""",True
99d4eb9,The Face on Mars,True
99d56b3,Exploring Venus,True
99d6eba,Exploring Venus,True
99eb2f4,Driverless cars,True
99f6a46,The Face on Mars,True
9a044fd,Exploring Venus,True
9a0920a,Facial action coding system,True
9a10719,Driverless cars,True
9a12acf,Facial action coding system,True
9a150e3,Driverless cars,True
9a24bd9,Driverless cars,True
9a40be1,The Face on Mars,True
9a5435b,Driverless cars,True
9a57298,Driverless cars,True
9a638cb,Driverless cars,True
9a6aefa,Exploring Venus,True
9a6bbd2,Driverless cars,True
9a6daae,Driverless cars,True
9a7288b,Exploring Venus,True
9a7419c,Exploring Venus,True
9a753b3,The Face on Mars,True
9a982b7,The Face on Mars,True
9a9f450,Exploring Venus,True
9aa64b9,Exploring Venus,True
9aaa5b7,Exploring Venus,True
9aaf6d5,Exploring Venus,True
9ab1d8e,Exploring Venus,True
9ac0f34,Driverless cars,True
9ac9cfc,Driverless cars,True
9ae8066,Driverless cars,True
9af7672,Exploring Venus,True
9b0c3dd,Facial action coding system,True
9b0dbc0,Driverless cars,True
9b20905,Facial action coding system,True
9b2d95f,Exploring Venus,True
9b3341c,Driverless cars,True
9b35ea1,Exploring Venus,True
9b3744a,Exploring Venus,True
9b4b239,Exploring Venus,True
9b7a85c,Driverless cars,True
9b876bf,Driverless cars,True
9bdaaa5,The Face on Mars,True
9c048c8,"""A Cowboy Who Rode the Waves""",True
9c1a3b2,Driverless cars,True
9c2e29d,Exploring Venus,True
9c3ac23,The Face on Mars,True
9c4197f,Exploring Venus,True
9c43336,Facial action coding system,True
9c6dd12,Driverless cars,True
9c72dba,Driverless cars,True
9c8d646,Facial action coding system,True
9c9d14e,The Face on Mars,True
9ca1c60,Facial action coding system,True
9cb54ea,The Face on Mars,True
9cb909d,Exploring Venus,True
9cbb3ed,Exploring Venus,True
9cbf6a3,Exploring Venus,True
9cc5892,Exploring Venus,True
9cc61ec,Driverless cars,True
9cc68b6,Exploring Venus,True
9cd6ef9,Driverless cars,True
9cdbfeb,Driverless cars,True
9cf3e02,Facial action coding system,True
9cff5ed,Exploring Venus,True
9d05411,Driverless cars,True
9d0baaf,Driverless cars,True
9d21d81,Driverless cars,True
9d40e4e,Exploring Venus,True
9d6f98e,Driverless cars,True
9d79792,Facial action coding system,True
9d7bddd,The Face on Mars,True
9d85ae6,Driverless cars,True
9db2ecb,Driverless cars,True
9dc468e,Exploring Venus,True
9dc6cd2,Facial action coding system,True
9dcac24,Driverless cars,True
9dd4052,Exploring Venus,True
9ddca63,Driverless cars,True
9dde278,Facial action coding system,True
9de5f10,Driverless cars,True
9e16dd7,The Face on Mars,True
9e34d7d,Driverless cars,True
9e3d44e,Exploring Venus,True
9e49aed,Facial action coding system,True
9e4fee7,Driverless cars,True
9e6c4ac,Driverless cars,True
9e6d437,Driverless cars,True
9e753f8,Driverless cars,True
9e8ccf4,Driverless cars,True
9e9a1d4,Driverless cars,True
9ebb468,Driverless cars,True
9ebbf14,Exploring Venus,True
9ebd4a9,Exploring Venus,True
9ec345f,Driverless cars,True
9ecd3e3,Driverless cars,True
9ecd631,Facial action coding system,True
9ee0e40,Exploring Venus,True
9efb395,Facial action coding system,True
9f0da63,Exploring Venus,True
9f13fa5,Facial action coding system,True
9f16331,The Face on Mars,True
9f1e1e7,Exploring Venus,True
9f4170d,Facial action coding system,True
9f4e1b8,Exploring Venus,True
9f4fbfa,Driverless cars,True
9f5396a,Car-free cities,True
9f623df,The Face on Mars,True
9f6d017,Driverless cars,True
9f6d671,"""A Cowboy Who Rode the Waves""",True
9f6fc50,Exploring Venus,True
9f7787b,The Face on Mars,True
9f7b7bc,The Face on Mars,True
9f7fd3d,Driverless cars,True
9f8335a,"""A Cowboy Who Rode the Waves""",True
9f8981c,Driverless cars,True
9f93c72,The Face on Mars,True
9f98b59,The Face on Mars,True
9fa048b,Facial action coding system,True
9fa1a58,The Face on Mars,True
9fac427,Facial action coding system,True
9fbda7e,Driverless cars,True
9fc96de,Exploring Venus,True
9ffa2f1,Exploring Venus,True
9ffbcd2,The Face on Mars,True
a004e6d,Driverless cars,True
a011468,The Face on Mars,True
a0154df,The Face on Mars,True
a02b877,Driverless cars,True
a02fadf,Exploring Venus,True
a03839e,Facial action coding system,True
a0412dd,Driverless cars,True
a068742,"""A Cowboy Who Rode the Waves""",True
a06b9af,Facial action coding system,True
a07f7d0,Driverless cars,True
a08552e,Driverless cars,True
a08b804,Exploring Venus,True
a09fa5a,"""A Cowboy Who Rode the Waves""",True
a0a15e3,Facial action coding system,True
a0a4296,Exploring Venus,True
a0ba91c,Driverless cars,True
a0bd23c,Exploring Venus,True
a0d3aa1,Facial action coding system,True
a0d4f2b,The Face on Mars,True
a0ecb4b,Exploring Venus,True
a0f8530,Exploring Venus,True
a1028ad,Facial action coding system,True
a109d2e,Exploring Venus,True
a10b883,Driverless cars,True
a10dbe9,The Face on Mars,True
a111d6c,Exploring Venus,True
a1247d7,The Face on Mars,True
a14214f,Exploring Venus,True
a1474d7,Exploring Venus,True
a14ed8f,Facial action coding system,True
a157ef0,Driverless cars,True
a17b5cc,Driverless cars,True
a17d5f7,Driverless cars,True
a18c42c,The Face on Mars,True
a19d424,Driverless cars,True
a1b39aa,Exploring Venus,True
a1c0187,Exploring Venus,True
a1cde0f,"""A Cowboy Who Rode the Waves""",True
a1d6398,Exploring Venus,True
a1d96a1,Driverless cars,True
a1dc706,Exploring Venus,True
a1e5e62,Driverless cars,True
a1f25ca,The Face on Mars,True
a2082ba,Facial action coding system,True
a208781,Driverless cars,True
a226459,Driverless cars,True
a22e219,"""A Cowboy Who Rode the Waves""",True
a23fdd9,Facial action coding system,True
a255252,Facial action coding system,True
a257c6b,"""A Cowboy Who Rode the Waves""",True
a2603aa,Driverless cars,True
a28d58a,The Face on Mars,True
a2a5ab9,Facial action coding system,True
a2b476e,Exploring Venus,True
a2cc5e2,Driverless cars,True
a2db68b,Exploring Venus,True
a2ed022,Exploring Venus,True
a2f716b,Exploring Venus,True
a2ffd16,The Face on Mars,True
a3012ff,Facial action coding system,True
a3127af,Facial action coding system,True
a332888,The Face on Mars,True
a337cff,Facial action coding system,True
a342503,Driverless cars,True
a347f11,Exploring Venus,True
a361772,Facial action coding system,True
a367504,The Face on Mars,True
a3727fc,Facial action coding system,True
a381193,Driverless cars,True
a381f89,The Face on Mars,True
a3a4c11,Facial action coding system,True
a3a8a5b,Driverless cars,True
a3aa340,Driverless cars,True
a3c0f35,Exploring Venus,True
a3ced5b,The Face on Mars,True
a3d5702,Driverless cars,True
a3e01b5,Driverless cars,True
a3f2c8f,"""A Cowboy Who Rode the Waves""",True
a3f3377,Driverless cars,True
a3fec0b,Driverless cars,True
a41ce12,Facial action coding system,True
a426ae4,Driverless cars,True
a431cea,Facial action coding system,True
a441149,Facial action coding system,True
a45ebe3,Exploring Venus,True
a469ac9,Driverless cars,True
a46f543,Exploring Venus,True
a482ee4,Facial action coding system,True
a4ae104,Exploring Venus,True
a4b3e4e,Exploring Venus,True
a4c05da,Driverless cars,True
a4c08a2,Exploring Venus,True
a4c8ab8,Exploring Venus,True
a4d1beb,Exploring Venus,True
a4e2b00,The Face on Mars,True
a4eba1b,Exploring Venus,True
a4f63d6,Exploring Venus,True
a4fb48d,Driverless cars,True
a51404d,Driverless cars,True
a51fdac,Facial action coding system,True
a52300c,Facial action coding system,True
a52b535,Driverless cars,True
a52d490,Exploring Venus,True
a5301b8,Facial action coding system,True
a534657,Driverless cars,True
a540d37,Driverless cars,True
a54fa0a,The Face on Mars,True
a58fd7c,The Face on Mars,True
a5a575c,Driverless cars,True
a5bb8c7,Driverless cars,True
a5d516b,Facial action coding system,True
a5f0875,Driverless cars,True
a5f1644,The Face on Mars,True
a6038b5,Exploring Venus,True
a60e958,Driverless cars,True
a60ed5f,Exploring Venus,True
a61fb39,Exploring Venus,True
a620dab,Exploring Venus,True
a635fc8,Exploring Venus,True
a63a502,"""A Cowboy Who Rode the Waves""",True
a63e5a3,Driverless cars,True
a63ff90,Driverless cars,True
a652823,The Face on Mars,True
a655a6f,Driverless cars,True
a698bb4,Driverless cars,True
a6a2e17,Facial action coding system,True
a6a944c,Facial action coding system,True
a6bcef5,Facial action coding system,True
a6de1db,Exploring Venus,True
a6e9772,Driverless cars,True
a7199db,Driverless cars,True
a72a583,Exploring Venus,True
a73ac54,Facial action coding system,True
a75401c,Driverless cars,True
a779bc6,Driverless cars,True
a789744,Exploring Venus,True
a79494d,Driverless cars,True
a79a19f,Driverless cars,True
a7afa62,Driverless cars,True
a7b81d5,"""A Cowboy Who Rode the Waves""",True
a7bbe08,"""A Cowboy Who Rode the Waves""",True
a7caf1d,Facial action coding system,True
a7d3e8a,The Face on Mars,True
a7e49c9,Exploring Venus,True
a7efa1a,Driverless cars,True
a7f685b,The Face on Mars,True
a7f913e,Driverless cars,True
a7fe09a,Driverless cars,True
a815b01,Facial action coding system,True
a82cc2a,Driverless cars,True
a82d3dc,Driverless cars,True
a840d69,Driverless cars,True
a84d37f,Exploring Venus,True
a8543d2,Driverless cars,True
a85b3a1,Driverless cars,True
a8621aa,Facial action coding system,True
a8675e4,Facial action coding system,True
a8895c0,The Face on Mars,True
a889edc,Driverless cars,True
a8b6334,Driverless cars,True
a8c0065,Driverless cars,True
a8c1526,The Face on Mars,True
a8d233c,Exploring Venus,True
a8da8f4,The Face on Mars,True
a8e1e0f,The Face on Mars,True
a8eb961,Driverless cars,True
a9196cd,Driverless cars,True
a924b9d,The Face on Mars,True
a935042,Exploring Venus,True
a9394d5,Driverless cars,True
a941dc2,Driverless cars,True
a94515c,Driverless cars,True
a95297f,The Face on Mars,True
a952a62,The Face on Mars,True
a987cd3,Driverless cars,True
a993de4,Facial action coding system,True
a9e2391,Driverless cars,True
a9ea066,Exploring Venus,True
a9fbd0a,Exploring Venus,True
aa04729,Driverless cars,True
aa15257,Driverless cars,True
aa3caf0,Driverless cars,True
aa514e3,Exploring Venus,True
aa66e68,"""A Cowboy Who Rode the Waves""",True
aa7230b,Exploring Venus,True
aa771a5,Exploring Venus,True
aa8946d,Driverless cars,True
aab18b3,The Face on Mars,True
aac60d1,Exploring Venus,True
aacafda,Facial action coding system,True
aaced97,Exploring Venus,True
ab0ab21,Facial action coding system,True
ab12904,Facial action coding system,True
ab31ce4,Driverless cars,True
ab490fb,Facial action coding system,True
ab4cdb9,Driverless cars,True
ab500d0,Exploring Venus,True
abb482e,Facial action coding system,True
abb588c,Facial action coding system,True
abba911,The Face on Mars,True
abcc9c9,Driverless cars,True
abd24bc,Facial action coding system,True
abe7f2a,The Face on Mars,True
ac0ce23,Exploring Venus,True
ac0daff,Driverless cars,True
ac199a9,Facial action coding system,True
ac28a4b,Driverless cars,True
ac53aed,Driverless cars,True
ac606b5,Facial action coding system,True
ac6a5bf,The Face on Mars,True
ac6cc44,Facial action coding system,True
ac845ca,Exploring Venus,True
ac8e39c,Driverless cars,True
ac8e95d,Exploring Venus,True
aca684e,Facial action coding system,True
aca775b,Driverless cars,True
acb0383,Driverless cars,True
acbaf3c,Driverless cars,True
acc3c33,Driverless cars,True
ace2bd7,Exploring Venus,True
ace59f1,Exploring Venus,True
acf3b94,Driverless cars,True
acf9971,Driverless cars,True
acffb3c,Driverless cars,True
acffe7b,Exploring Venus,True
ad06321,Driverless cars,True
ad0c87b,The Face on Mars,True
ad11bff,Driverless cars,True
ad15b8d,Exploring Venus,True
ad31adf,Facial action coding system,True
ad846b2,Exploring Venus,True
ad87f74,Facial action coding system,True
adc8e8b,Exploring Venus,True
add07c0,Facial action coding system,True
ade79ec,Driverless cars,True
adeefca,Exploring Venus,True
adfe724,Driverless cars,True
ae00902,Facial action coding system,True
ae0e9f6,Driverless cars,True
ae11a0c,Facial action coding system,True
ae173ca,The Face on Mars,True
ae24b49,Driverless cars,True
ae25a55,Exploring Venus,True
ae27b85,Exploring Venus,True
ae317f3,The Face on Mars,True
ae61d9c,Exploring Venus,True
ae7dc92,Driverless cars,True
ae9554b,Driverless cars,True
ae95733,Driverless cars,True
ae9e460,Facial action coding system,True
aee28d3,Driverless cars,True
aee6430,The Face on Mars,True
aee6bc7,Facial action coding system,True
aeeb0be,Driverless cars,True
af0b4d5,Facial action coding system,True
af2214c,Driverless cars,True
af3fbe6,Facial action coding system,True
af5819f,Exploring Venus,True
af8ac7c,Facial action coding system,True
af97c77,Facial action coding system,True
af9e3fd,Driverless cars,True
afa4abd,Facial action coding system,True
afb25f6,"""A Cowboy Who Rode the Waves""",True
affa314,Facial action coding system,True
b006918,Facial action coding system,True
b033285,"""A Cowboy Who Rode the Waves""",True
b03d8d2,Driverless cars,True
b06b493,Facial action coding system,True
b06ed7d,The Face on Mars,True
b086887,Driverless cars,True
b0b21a6,"""A Cowboy Who Rode the Waves""",True
b0d37fa,"""A Cowboy Who Rode the Waves""",True
b0da884,Driverless cars,True
b0e8c53,Exploring Venus,True
b101f70,Exploring Venus,True
b109620,Facial action coding system,True
b109c0d,Exploring Venus,True
b1131cd,Driverless cars,True
b11b1af,Driverless cars,True
b127d0f,Exploring Venus,True
b12edd7,Driverless cars,True
b136a25,Exploring Venus,True
b15e5d1,Driverless cars,True
b15efce,Driverless cars,True
b1612e0,"""A Cowboy Who Rode the Waves""",True
b1682f4,Facial action coding system,True
b1686af,Facial action coding system,True
b16f679,Exploring Venus,True
b18fefa,Facial action coding system,True
b1b6428,Driverless cars,True
b1be3e3,Driverless cars,True
b1c3c6d,Driverless cars,True
b1cdbe9,Facial action coding system,True
b1d2f95,Driverless cars,True
b1df371,Driverless cars,True
b1ee739,Exploring Venus,True
b1f6d1f,Facial action coding system,True
b218810,Exploring Venus,True
b2317e0,Driverless cars,True
b247721,"""A Cowboy Who Rode the Waves""",True
b254e4e,Driverless cars,True
b27d6f9,Facial action coding system,True
b27eb8e,Facial action coding system,True
b2a522e,Facial action coding system,True
b2bef39,Driverless cars,True
b2c274d,Facial action coding system,True
b2c2b7a,Facial action coding system,True
b2c6f69,Exploring Venus,True
b2e51f4,Exploring Venus,True
b2fa3a3,Driverless cars,True
b308cb8,Driverless cars,True
b30add3,"""A Cowboy Who Rode the Waves""",True
b333fa7,Driverless cars,True
b3491a6,Facial action coding system,True
b36d202,Driverless cars,True
b36ff44,Facial action coding system,True
b3734f1,Driverless cars,True
b3857bb,Driverless cars,True
b390f9a,Driverless cars,True
b39b8bb,Exploring Venus,True
b3c9e9b,Driverless cars,True
b3d4cd0,Exploring Venus,True
b3e96f4,The Face on Mars,True
b3f2446,Driverless cars,True
b425a2a,Exploring Venus,True
b4322b4,Exploring Venus,True
b43c903,Driverless cars,True
b44e1e5,Car-free cities,True
b44edd8,Driverless cars,True
b45d486,Facial action coding system,True
b45db5f,Facial action coding system,True
b45e862,Driverless cars,True
b47249c,Exploring Venus,True
b4885af,Driverless cars,True
b49dc5f,"""A Cowboy Who Rode the Waves""",True
b4b47b2,Exploring Venus,True
b4b8ed8,Exploring Venus,True
b4b9ff0,"""A Cowboy Who Rode the Waves""",True
b4d82ca,Exploring Venus,True
b50adb7,Exploring Venus,True
b51f7d0,Facial action coding system,True
b52cc68,Driverless cars,True
b5403e4,Driverless cars,True
b560a94,Exploring Venus,True
b580903,"""A Cowboy Who Rode the Waves""",True
b59e6e2,Driverless cars,True
b5a1979,Driverless cars,True
b5a3a7b,Exploring Venus,True
b5b6164,Exploring Venus,True
b5c151d,Driverless cars,True
b5dda6c,Facial action coding system,True
b5ffb8f,The Face on Mars,True
b612d98,Driverless cars,True
b62cbf6,Exploring Venus,True
b6352d7,Facial action coding system,True
b649349,The Face on Mars,True
b655bf5,Driverless cars,True
b65e4ea,Driverless cars,True
b669ecd,Facial action coding system,True
b66fbcb,The Face on Mars,True
b6779d5,Driverless cars,True
b6a7244,Driverless cars,True
b6ad252,Exploring Venus,True
b6b4127,Driverless cars,True
b6e35e4,Exploring Venus,True
b6ebe79,Driverless cars,True
b6f265c,Driverless cars,True
b6f3190,The Face on Mars,True
b6f9938,Driverless cars,True
b701593,Driverless cars,True
b71bc66,The Face on Mars,True
b77c339,Facial action coding system,True
b77f90b,"""A Cowboy Who Rode the Waves""",True
b78887e,Exploring Venus,True
b78fd4d,Exploring Venus,True
b7a82e3,Exploring Venus,True
b7a85c7,Driverless cars,True
b7dba2a,Exploring Venus,True
b7e84c0,Facial action coding system,True
b80fb5a,Driverless cars,True
b815e6f,Facial action coding system,True
b8299a4,The Face on Mars,True
b82b067,Driverless cars,True
b82bf26,Driverless cars,True
b835460,Facial action coding system,True
b83cb77,Driverless cars,True
b875b20,Facial action coding system,True
b87a989,Driverless cars,True
b87b1d8,Driverless cars,True
b888c7c,"""A Cowboy Who Rode the Waves""",True
b8a4245,Driverless cars,True
b8bff70,Driverless cars,True
b92df25,The Face on Mars,True
b94c2b6,Exploring Venus,True
b9514fb,Driverless cars,True
b95a421,Driverless cars,True
b95f77e,"""A Cowboy Who Rode the Waves""",True
b9717ba,The Face on Mars,True
b978e8f,Exploring Venus,True
b97afcc,Exploring Venus,True
b98a8e7,Exploring Venus,True
b98dd39,Driverless cars,True
b98ed7f,Exploring Venus,True
b996081,Driverless cars,True
b99b705,The Face on Mars,True
b9b8fea,Exploring Venus,True
b9d893c,Facial action coding system,True
b9df9cd,Driverless cars,True
b9f493c,Driverless cars,True
ba0c44f,Facial action coding system,True
ba19fe4,Exploring Venus,True
ba1da6e,Exploring Venus,True
ba1f7ed,Driverless cars,True
ba2fb55,Exploring Venus,True
ba30fe9,Exploring Venus,True
ba36ab2,Driverless cars,True
ba4f724,Exploring Venus,True
ba59149,Driverless cars,True
ba5ac94,Driverless cars,True
ba867f0,Exploring Venus,True
ba91a3f,The Face on Mars,True
ba95cd3,"""A Cowboy Who Rode the Waves""",True
ba98667,Driverless cars,True
badc888,The Face on Mars,True
baede82,Exploring Venus,True
baeebc5,Driverless cars,True
baf354c,Driverless cars,True
bafc4a6,Facial action coding system,True
bb15869,Exploring Venus,True
bb2f055,Driverless cars,True
bb33eb0,Driverless cars,True
bb60c4e,The Face on Mars,True
bb7db64,The Face on Mars,True
bb8453c,Driverless cars,True
bb8683b,Exploring Venus,True
bb94c1d,Driverless cars,True
bb9b7d1,Exploring Venus,True
bb9da31,Facial action coding system,True
bb9e309,Facial action coding system,True
bbcf9b5,The Face on Mars,True
bbd6e25,Exploring Venus,True
bbe2d2e,Driverless cars,True
bbe4b84,Driverless cars,True
bbe93c1,Driverless cars,True
bbed051,Facial action coding system,True
bbf3192,"""A Cowboy Who Rode the Waves""",True
bbfbe27,Exploring Venus,True
bc187b0,Facial action coding system,True
bc3cab8,Driverless cars,True
bc4b400,Driverless cars,True
bc51914,Facial action coding system,True
bc51d06,Driverless cars,True
bc5bf52,Driverless cars,True
bc61202,The Face on Mars,True
bc66a2f,Exploring Venus,True
bc6ca3b,Facial action coding system,True
bc84140,Driverless cars,True
bc873a6,Exploring Venus,True
bc92463,Driverless cars,True
bca103a,Driverless cars,True
bca66ad,Facial action coding system,True
bcaeafd,"""A Cowboy Who Rode the Waves""",True
bcb1ec7,Exploring Venus,True
bcbbc36,Facial action coding system,True
bccb448,The Face on Mars,True
bcdbf52,The Face on Mars,True
bce730f,"""A Cowboy Who Rode the Waves""",True
bcec1b9,Driverless cars,True
bd0afc4,"""A Cowboy Who Rode the Waves""",True
bd0e1a1,Facial action coding system,True
bd0fd0d,Driverless cars,True
bd205b0,Exploring Venus,True
bd2306a,Exploring Venus,True
bd23c17,Driverless cars,True
bd25752,Facial action coding system,True
bd2797b,Facial action coding system,True
bd55f1f,Exploring Venus,True
bd79de4,Driverless cars,True
bd8bf56,The Face on Mars,True
bd92855,Exploring Venus,True
bda130b,"""A Cowboy Who Rode the Waves""",True
bdaa1b9,Driverless cars,True
bdaaf3a,Exploring Venus,True
bdb73d9,Exploring Venus,True
bdc38fe,Driverless cars,True
bdc77e4,Exploring Venus,True
be08bc8,Driverless cars,True
be0d8c0,Exploring Venus,True
be11cd7,The Face on Mars,True
be12d44,The Face on Mars,True
be177ee,Driverless cars,True
be2d121,Driverless cars,True
be32742,Exploring Venus,True
be7c6bd,Facial action coding system,True
be89c37,Facial action coding system,True
be8ce73,Exploring Venus,True
be9cecb,The Face on Mars,True
be9f270,Driverless cars,True
bea37ee,The Face on Mars,True
bea4ce7,Exploring Venus,True
beaaa47,Exploring Venus,True
beaf095,Exploring Venus,True
bee8305,The Face on Mars,True
bef3e2c,Exploring Venus,True
bf09ba6,Facial action coding system,True
bf0ec0f,Driverless cars,True
bf2f973,Driverless cars,True
bf39c86,Driverless cars,True
bf55e77,Driverless cars,True
bf6f0e4,Exploring Venus,True
bf718b2,Driverless cars,True
bf84e83,Exploring Venus,True
bf85b45,Facial action coding system,True
bf903ae,Driverless cars,True
bf90e0a,"""A Cowboy Who Rode the Waves""",True
bf92249,The Face on Mars,True
bfd1981,Driverless cars,True
bfd4a19,Driverless cars,True
bfec395,Driverless cars,True
bfff92e,Driverless cars,True
c03c5de,Driverless cars,True
c044d1a,Driverless cars,True
c0524f6,Exploring Venus,True
c078616,Exploring Venus,True
c07bfe6,Exploring Venus,True
c097714,Facial action coding system,True
c09c0d0,Driverless cars,True
c09f013,Exploring Venus,True
c0a1802,Exploring Venus,True
c0b9852,Exploring Venus,True
c0c9b8d,Exploring Venus,True
c0d4f9b,Exploring Venus,True
c0dff67,Driverless cars,True
c0efe51,Exploring Venus,True
c115173,Exploring Venus,True
c117260,Exploring Venus,True
c11d061,Facial action coding system,True
c11f2f6,Driverless cars,True
c123b4c,Exploring Venus,True
c1500e3,Driverless cars,True
c15344b,Exploring Venus,True
c161ff3,Driverless cars,True
c163697,"""A Cowboy Who Rode the Waves""",True
c164c8d,Driverless cars,True
c167aef,The Face on Mars,True
c18808b,Exploring Venus,True
c19d89d,The Face on Mars,True
c19ee85,Exploring Venus,True
c1aab47,The Face on Mars,True
c1e7446,Driverless cars,True
c1eb255,Driverless cars,True
c1f0eab,Exploring Venus,True
c1f420e,"""A Cowboy Who Rode the Waves""",True
c1fb803,The Face on Mars,True
c208b00,Exploring Venus,True
c20f48f,The Face on Mars,True
c229648,The Face on Mars,True
c22fea7,Exploring Venus,True
c2333c4,Driverless cars,True
c255b1f,Facial action coding system,True
c257539,Exploring Venus,True
c262f42,Driverless cars,True
c263424,Facial action coding system,True
c291bb7,Exploring Venus,True
c2d5fa5,The Face on Mars,True
c2e134c,Driverless cars,True
c2f04df,Facial action coding system,True
c2f0a67,Exploring Venus,True
c2f586f,Driverless cars,True
c2fd586,Driverless cars,True
c30afa3,Exploring Venus,True
c312a83,Driverless cars,True
c312f80,Facial action coding system,True
c31b9fc,Facial action coding system,True
c338f9c,Facial action coding system,True
c341a23,Facial action coding system,True
c369266,Facial action coding system,True
c376c72,Exploring Venus,True
c37ca8b,Exploring Venus,True
c3aa83f,Driverless cars,True
c3b868c,Driverless cars,True
c3c5c1c,"""A Cowboy Who Rode the Waves""",True
c3c95ba,Driverless cars,True
c3cdc0c,Facial action coding system,True
c3da063,Exploring Venus,True
c3ec025,Driverless cars,True
c3f44d5,Facial action coding system,True
c42027d,Facial action coding system,True
c423068,Exploring Venus,True
c42edb6,Facial action coding system,True
c4339b8,The Face on Mars,True
c43ffd8,Exploring Venus,True
c48368f,Exploring Venus,True
c4a0ea8,Facial action coding system,True
c4a89ac,Driverless cars,True
c4b4df0,"""A Cowboy Who Rode the Waves""",True
c4b5c88,The Face on Mars,True
c4c72a0,Exploring Venus,True
c4d0651,Exploring Venus,True
c51614c,Driverless cars,True
c53c3de,Exploring Venus,True
c551b04,Driverless cars,True
c559e18,Facial action coding system,True
c5641ea,Facial action coding system,True
c579dd1,Driverless cars,True
c58321c,Driverless cars,True
c589dc1,The Face on Mars,True
c589e9c,The Face on Mars,True
c5b7d0c,Driverless cars,True
c5bb976,Exploring Venus,True
c5bc641,"""A Cowboy Who Rode the Waves""",True
c5bd38a,Exploring Venus,True
c5e21f4,Facial action coding system,True
c5e49a2,Exploring Venus,True
c5f6c71,The Face on Mars,True
c5fc2d8,"""A Cowboy Who Rode the Waves""",True
c60eda0,Facial action coding system,True
c614342,Driverless cars,True
c61cc1b,Driverless cars,True
c624421,Exploring Venus,True
c62bbd0,The Face on Mars,True
c62e70c,Exploring Venus,True
c63b26e,Driverless cars,True
c63b3bc,Driverless cars,True
c6490ff,Driverless cars,True
c651ee9,Facial action coding system,True
c6544e8,Facial action coding system,True
c67fbd3,Driverless cars,True
c68a3c9,Driverless cars,True
c69b9c3,Driverless cars,True
c69f642,Exploring Venus,True
c6baf8a,Exploring Venus,True
c6bc72e,Driverless cars,True
c6bcaaa,The Face on Mars,True
c6bd099,Exploring Venus,True
c6c30d3,Driverless cars,True
c6c4bd8,Driverless cars,True
c6c4cc1,Exploring Venus,True
c6db974,Driverless cars,True
c6e52e5,Facial action coding system,True
c6eb3cf,Exploring Venus,True
c6f8f44,Exploring Venus,True
c70b97c,Driverless cars,True
c710937,Driverless cars,True
c71cdd0,Driverless cars,True
c7238b0,Driverless cars,True
c73ee2a,The Face on Mars,True
c7463ad,Exploring Venus,True
c753797,Exploring Venus,True
c766a61,Driverless cars,True
c76c83a,Driverless cars,True
c76ecf7,Facial action coding system,True
c783ce5,Exploring Venus,True
c7a8763,Exploring Venus,True
c7b6811,Driverless cars,True
c7b6de6,"""A Cowboy Who Rode the Waves""",True
c7bc7d4,Facial action coding system,True
c7cf4b9,Exploring Venus,True
c7d948c,Exploring Venus,True
c7ed399,"""A Cowboy Who Rode the Waves""",True
c7f9f5e,Driverless cars,True
c7fa2e7,Driverless cars,True
c814755,Driverless cars,True
c825e74,Exploring Venus,True
c82d4bc,Driverless cars,True
c83eee5,Facial action coding system,True
c841116,The Face on Mars,True
c860efb,Driverless cars,True
c863729,Driverless cars,True
c86d82d,The Face on Mars,True
c8ac4d3,Facial action coding system,True
c8ad17b,The Face on Mars,True
c8b9f6b,Exploring Venus,True
c8bf57b,Exploring Venus,True
c8c7f71,Facial action coding system,True
c8ced2c,"""A Cowboy Who Rode the Waves""",True
c8d2ca0,"""A Cowboy Who Rode the Waves""",True
c8d4629,Exploring Venus,True
c8f48f9,Driverless cars,True
